ID,Esai,Gaya Belajar,Tipe Kepribadian
83,"aku biasanya belajar di sekolah, dimulai dari jam 7 pagi dan selesai belajar jam setengah 4 sore. Suasana di sekitar ku biasanya ramai dan asik, jadi aku lebih suka belajar bersama orang lain daripada belajar sendiri | aku biasanya kalau ingin memahami materi itu langkah awal pasti aku bertanya kepada yang bersangkutan, atau ngga aku lihat materi di google atau lihat video penjelasan di YouTube  | aku lebih suka suasana yang tenang saat belajar, karena suasana tenang ga bikin aku kepikiran hal lain saat belajar. belajar sambil dengerin lagu, top tier ⭐️⭐️⭐️ | aku ketika menghadapi tantangan belajar pasti aku coba dulu sendiri, kalau bingung banget baru aku tanya ke guru atau pembimbing di kelas | mungkin aku mau merubah diriku yang lemot ini kalau lagi pelajaran, soalnya kadang kaya orang bingung #jujur",V,Ekstrovert
84,"kebiasaan saya saat belajar bersama teman’ dekat, biasanya saya belajar di sklh atau di rumah teman sehabis pulang sekolah taua saat hari libur, suasana belajar disekitarku sangat seru dan saling membantu satu sama lain, saya suka belajar bersama’ karena belajar bersama sama bisa saling tanya-tanya materi yang dibingungkannya | saya paling suka belajar materi melalui diskusi karena dengan diskusi kita dapat mendengar penjelasan/pendapat orang lain yang kita tidak ketahui  | suasana yang tenang tapi menghibur karena dengan begitu saya belajarnya tidak mudah jenuh dan saya lebih semangat saat berada di lingkungan yang ramai tapi tenang | saya akan bertanya kepada teman saya yang sudah paham dengan materi tsb dan menanyakan caranya agar bisa keluar dari masalah tsb  | ingin mengubah diri saya yang dulu sampai saat ini masih lebih bergantung pada orang lain dan kedepannya ingin menyelesaikannya dendiri dulu baru meminta pendapat orang lain",A,Ekstrovert
85,"Dengan cara membaca, berlatih melalui latihan soal dan mengerjakannya dgn membuka catatan serta membandingkan jawaban dr internet. suasana yang ada d sekitar saya biasa sih ga gimana² ada kalanya ramai ada kalanya tenang. tergantung dengan siapa partner belajar saya, jika orang nya bisa membuat saya merasa terdorong untuk belajar dan tidak malas² an saya suka, tp jika tidak bs serius hanya bisa bercanda dan mengandalkan orang lain saya kurang suka. | melalui les biasanya, kalau ga ya pahami sendiri atau tanya ke guru mapel. jujur kl memahami materi saya lebih suka mendengarkan penjelasan orang lain dengan keadaan lingkungan sekitar yg tenang. | Lingkungan sekitar yang tenang, karena dgn itu kita bisa lebih fokus mendengarkan penjelasan dan dapat mencerna penjelasan tanpa terganggu dari sekitar orang. saya lebih bersemangat di lingkungan yang suasananya tenang. karna jika lingkungan nya ramai saya susah untuk konsentrasi. | karna saya mengikuti bimbel di salah satu bimbel, saya menggunakan fasilitas yang namanya TST, dibantu dgn guru mapel dr bimbel tersebut dengan penjelasan yang lengkap, rinci, dan mudah dipahami. tergantung bagaimana soal dan materi, jika merasa sulit saya langsung mengajukan jadwal TST, jika merasa mudah dan saya paham dgn materinya saya mengerjakan sendiri. | Saya adalah orang yang mudah ter distrake,, saya lumayan sulit memahami jika penjelasan yang di beri susah di pahami dan tidak jelas. kadang saya merasa rajin tapi 15 menit kemudian saya merasa malas. saya ingin sekali mempertahankan ke rajinan saya untuk belajar, dan semangat untuk belajar. saat di lingkungan belajar yang baru saya berusaha untuk beradaptasi",K,Ekstrovert
86,"kegiatan pembelajaran sehari hari cukup seru,saya lebih suka belajar bersama karena bisa bertanya dan berargumen bersama teman  | cara memahami materi dengan cara latihan soal,saya lebih suka memahami materi dengan belajar mandiri  | kondisi belajar yang paling baik ketika keadaan tenang karena tidak ada gangguan ketika guru menjelaskan, lingkungan ramai atau suasana tenang saya suka 2 2 nya tergantung suasana  | saya biasanya bertanya kepada teman jika teman tidak paham baru bertanya guru,saya lebih sering mencoba menyelesaikan sendiri jika tidak bisa baru bertanya  | refleksi pembelajaran ini lebih mengenal diri sendiri,tidak ada yang ingin diubah",K,Ekstrovert
87,"aku terbiasa belajar sistem kebut semalam, tapi biasanya aku juga ada les privat di rumah karena suasananya lebih intens & aku jadi lebih berani buat menanyakan materi, utk lebih nyamannya itu tergantung kalo tugasnya dalam bentuk tugas besar aku prefer berkelompok tp utk tugas kecil simple aku nyaman belajar sendiri | cara biar aku lebih paham sama materi itu biasanya aku baca” lagi materinya di rumah sampe bener” paham kadang aku juga contohin ke benda disekitarku biar mudah diinget dan juga dengerin penjelasan orang lain | aku lebih bisa fokus belajar di suasana yang tenang karena kalo di suasana yg ramai fokus ku jd kepecah & malah gabisa belajar samsek tp klo utk mencatat materi aku bisa sambil puterin musik/ sambil wfc  | kalo aku ngerasa sulit buat memahami materi kadang aku intropeksi diri kira” apa yg buat aku gabisa fokus dlm belajar, kalo masih blm terpecahkan aku sering curhat minta bantuan kakak buat kasih motivasi & ceritain reason knp aku bisa buntu dlm belajar | yang aku pelajari selama ini itu ternyata aku ga seambis itu dibanding temen” kelas yg sekarang, mungkin dari itu aku bisa lebih banyak belajar & kurangi belajar sistem kebut semalam kalo pas mau ujian aja, utk sikap ku di lingkungan belajar yang baru aku pasti lebih malu” dan kurang maksimal karena blm kenal dgn lingkungannya",R,Introvert
88,"Biasanya saya belajar sendiri di rumah, kadang juga sama temen di tempat bimbel pada sore hari, suasananya lebih seru pas sama temen karna jadi ga bosen dan bisa diskusi mengenai materi yang sedang di pelajari. | Untuk memahami materi saya sering menonton tutor menghitung rumus di internet dan juga saat bimbel saya suka berdiskusi dengan teman les dan mendengarkan penjelasan dari guru lalu mengulas ulang materi dengan belajar sendiri mandiri | yang bikin fokus itu suasana tenang seperti di kamar sendiri karena ga ada suara berisik dan sambil mendengarkan lagu instrumental. | Saat sulit memahami materi saya sering bertanya pada guru bimbel maupun orang tua saya dan kadang juga mencari tutorial rumus di internet. | Saya belajar bahwa pemahaman terbaik bukan sekadar menghafal, melainkan memahami konteks dari setiap materi yang masuk.",K,Ekstrovert
89,"saya biasa belajar di kamar dan di kelas, terkadang di tempat umum seperti perpustakaan atau tempat cafe atau rumah teman dll.... dengan suasana yang terkadang ramai terkadang sepi.... namun paling sering dalam keadaan sepi. kalau untuk belajar sendiri atau bersama saya tidak masalah untuk kedua nya semua nya nyaman, bersama jadi asik dan relasi serta hubungan dengan teman jadi luas, kalau  saya biasanya sendiri harus di sertai lagu biar tidak bosan.... ya kalau sendiri itu terkadang susah buat belajar rasa bosan dan malas tertancap dalam tubuh hingga saya luruh.... makanya saya biasanya di sertai lagu biar tidak bosan, atau melihat vidio pembelajaran visual yang menarik. | ini saya di bagi menjadi 3 tahap, tahap pertama : saya condong ke mendengarkan penjelasan orang lain (dari guru, teman), yang nanti setelah itu baru ke tahap ke dua : berdiskusi, tapi ini opsional jadi tergantung teman saya mau apa enggak, sama situasi sekeliling nyaman buat diskusi atau enggak, lalu terakhir tahap ketiga : belajar mandiri, jadi fase ini saya menelaah lebih teliti dengan konsentrasi yang berbeda lebih serius ajah.... jadi informasi yang saya dapat dari kedua tahap itu saya pelajari lagi di tahap ketiga. kesimpulan nya ketiga metode tadi saya gunakan dalam metode pembelajaran.... dan ketiganya suka | suasanya yang cocok untuk saya belajar yang paling condong ke suasana hujan grimis disertai angin sembribit, mengapa ?, karena suasana itu memberikan ketenangan batin hanya jadi memudahkan terfokus pada satu hal ""belajar"". lalu ada suasana senja langit sore yang indah dan disertai lagu jazz, penjelasan juga sama seperti hujan sama sama menenangkan batin. | untuk kesulitan biasanya saya komunikasikan kepasa teman saya atau melihat berbagai vidio pembelajaran yang baik dan efektif, melatih pengontrolan waktu dan ketahanan konsentrasi dalam  belajar | banayk yang saya pelajari tatacara untuk konsisten dalam belajar, bagai mana cara untuk menghilangkan rasa malas, dan lain sebagainya, iya saya mencoba untuk konsisten dan mencoba mengabulkan keinginan saya untuk giat dalam belajar dengan suasan yang nyaman dan menenangkan batin, untuk lingkungan belajar baru, saya berubah menjadi MAHORAGA 👑",A,Ekstrovert
90,"Aku terbiasa belajar dirumah, jarang sekali belajar di tempat lain seperti di coffe shop, rumah teman, atau study place lainnya. Suasana belajar di rumah cukup hening, tidak ada hal lain yang mengalihkan rasa fokusku saat belajar. Belajar sendiri juga lebih nyaman daripada berkelompok, karena aku ingin berusaha sendiri dan mencoba sendiri tanpa melibatkan orang lain.  | Caraku memahami materi baru dengan me-review materi-materi yang sudah pernah kucatat. Jika belum paham aku akan membuka video tutorial atau membaca artikel yang menjelaskan terkait materi yang sedang kupelajari. Diskusi tidak mebuatku benar-benar memahami materi, tetapi jika aku mendengarkan penjelasan orang lain aku jauh lebih paham karena penyampaiannya mudah dimengerti. | Aku suka suasana belajar yang tenang, tidak ada keramaian. Suasana ini cocok untukku karena aku lebih fokus memahami materi dan lagi-lagi tidak mengalihkan rasa fokusku saat belajar | Aku biasanya mencari video tutorial dan membaca artikel untuk membantuku memahami materi yang menurutku itu sulit. | Aku suka menunda-nunda waktu saat belajar, terkadang aku malas untuk belajar. Yang ingin aku rubah adalah kebiasaan burukku seperti rasa malas dan menunda-nunda waktu dalam belajar",R,Introvert
1,"Sehari-hari aku biasanya belajar di rumah atau nongkrong di cafe. Jujur, aku lebih sreg belajar bareng temen, soalnya gampang nanya pas ada materi yang bikin pusing. Buat mahamin materi, aku suka nonton penjelasan di YouTube atau ikutan les. Aku juga lebih suka suasana kelas yang sepi dan tenang. Kalau mentok ada tugas, aku coba kerjain sendiri dulu, tapi kalau udah nyerah baru deh nanya orang. Pengen banget sih bisa jaga mood belajar biar selalu on, soalnya mood tuh ngaruh banget buat aku.",R,Ekstrovert
2,"Kalau belajar, aku prefer sendiri sih biar lebih fokus. Tapi urusan ngerjain tugas yang susah, aku lebih seneng diskusi biar dapet banyak masukan. Suasananya wajib tenang dan nggak berisik. Buat melatih diri, aku emang lebih suka nyelesain apa-apa sendiri. Di sisi lain, aku juga selalu excited kalau dapet kesempatan buat cari temen baru.",V,Ekstrovert
3,"Biasanya aku belajar sendirian di kamar sambil nyetel musik, tapi aslinya aku ngerasa lebih seru kalau belajar bareng temen. Biar cepet ngerti, aku lebih seneng dengerin orang lain ngejelasin materinya. Pokoknya cari suasana yang nyaman aja. Kalau nemu masalah, aku tipe yang langsung nanya ke temen. Ke depannya, pengen banget deh bisa jadi orang yang lebih rajin lagi.",A,Ekstrovert
4,"Aku tipe yang belajar pakai target, jadi pasti bikin rencana dulu biar semuanya rapi dan terstruktur. Tempat favoritku di kamar, dengan suasana yang tenang, karena aku emang paling nyaman sendirian. Cara belajarku tuh baca atau cari materi, dipahamin, terus bikin soal sendiri buat ngetes seberapa ngerti aku. Pokoknya serba mandiri deh. Kalau ada yang susah, aku biasa cari video tutorial, terus ngulik sendiri sampai nemu jawabannya tanpa ngandelin orang lain. Intinya belajar sabar, bikin rencana yang jelas, dan aku ngerasa lumayan gampang beradaptasi kok.",R,Introvert
5,"Aku sebenernya lebih suka belajar bareng temen biar dapet banyak masukan, tapi kalau lagi butuh fokus banget, aku bakal milih belajar sendiri. Cara belajarku ya baca dan pahamin materinya, kalau mentok baru nanya. Suasana favoritku tuh yang tenang sambil dengerin musik biar asik. Kalau udah mulai nge-blank, aku biasanya break bentar sekitar 5 menitan, baru deh lanjut lagi kalau udah seger. Sifatku emang rada plin-plan sih, kadang pede abis tapi kadang ngerasa pesimis. Tapi yang pasti, aku bakal selalu nyelesain apa yang udah aku mulai.",R,Introvert
6,"Kalau belajar, aku seringnya bareng temen di coffee shop. Biar makin ngerti, aku tipe yang suka baca ulang materinya. Suasana sih maunya yang tenang dan sepi. Kalau ada tugas, aku coba ulik sendiri dulu. Oh ya, aku juga selalu berusaha mahamin lingkungan sekitarku dulu biar enak belajarnya.",R,Ekstrovert
7,"Biasanya aku belajar di kamar atau tempat les. Aku prefer suasana yang tenang sambil dengerin musik yang chill. Aslinya aku lebih nyaman belajar sendiri, kalaupun bareng orang lain harus yang tenang dan nggak banyak ngobrol. Suara berisik tuh bikin fokusku buyar banget. Cara belajarku tuh materinya dibaca berkali-kali terus dibayangin. Tapi aku lebih seneng dengerin orang lain ngejelasin, terus aku jelasin ulang pakai bahasaku sendiri. Mood belajarku bakal naik kalau suasananya tenang; kalau rame malah nggak masuk. Kalau mentok di satu materi, aku usahain sendiri dulu semampunya, baru deh minta ajarin temen. Sejauh ini aku suka sih sama gaya belajarku, nggak ada yang mau diubah. Kalau di lingkungan baru, aku lumayan gampang berbaur ngikutin sekitarnya.",A,Introvert
8,"Kegiatan belajarku biasanya di rumah atau tempat sepi yang suasananya tenang, soalnya itu bikin aku lebih gampang nangkep materi. Aku lebih seneng belajar sendiri dibanding bareng-bareng, karena kalau bareng ujung-ujungnya pasti malah asik ngobrol dan nggak paham materinya. Kalau ada materi baru yang bikin pusing, aku bakal nanya ke guru atau temen yang udah ngerti, kalau belum nangkep juga ya aku coba ngerjain latihan soalnya. Suasana tenang tuh bikin fokusku makin naik. Kalau nemu jalan buntu, aku bakal istirahat bentar atau cari hiburan biar mood balik lagi. Dari sini aku sadar kalau aku agak pemalu atau awkward pas ngobrol sama orang baru. Kayaknya sikap ini mau aku ubah sih, meski di lingkungan baru hal ini ada plus-minus-nya.",K,Ekstrovert
9,"Aku biasanya belajar di rumah, kadang lebih dapet fokusnya pas malem-malem. Kondisinya wajib sepi, tenang, dan sendirian, walau kadang sambil dengerin musik biar mood naik. Lebih nyaman belajar sendiri sih, karena kalau sama orang lain ujung-ujungnya malah ngelantur dari rencana awal. Buat mahamin materi, aku suka nonton video edukasi di rumah. Tapi aku juga seneng kalau dijelasin langsung sama guru, atau dikombinasiin nonton video biar makin nempel di otak. Suasana belajar favoritku tuh opsional, kadang pengen yang bener-bener tenang, kadang butuh dengerin musik/film biar semangat. Kalau soal keramaian, asal vibes lawan bicaranya nyambung sih aku bakal semangat juga. Solusi kalau mentok biasanya nanya temen, minta jelasin, terus kalau masih gagal paham ya baca ulang bagian yang bingung itu. Fifty-fifty sih, kadang nyoba sendiri dulu, kadang langsung minta tolong. Dari sini aku seneng-seneng aja sih sama diriku, belum ada yang kepikiran buat diubah. Di tempat baru, aku tipe yang pelan-pelan adaptasi sama orang lain biar kebiasa.",K,Introvert
